Data;Temperatura (øC);Volume (L);Ve¡culo
02/07/2010;16;15196;DBL5966
02/07/2010;17;24863;DBL6248
02/07/2010;17;24527;EZX9600
02/07/2010;17;24258;DBL5966
02/07/2010;20;20171;DBL6248
02/07/2010;20;20171;EJV5070
02/07/2010;20;19785;DBL6248
02/07/2010;20;18902;DPE6600
02/07/2010;20;18902;EJV5933
02/07/2010;20;18902;DPE6350
03/07/2010;19;20186;DPE6609
03/07/2010;19;20065;DPE6600
03/07/2010;20;19397;DBL6298
03/07/2010;20;19241;DPE6599
03/07/2010;20;19022;EJV5070
05/07/2010;15;18072;DKR3745
05/07/2010;15;18072;COA0541
05/07/2010;15;18072;DBL5966
05/07/2010;16;17622;EQU0230
05/07/2010;16;17622;DKR3745
05/07/2010;16;17622;CVP6990
05/07/2010;16;17622;EQU0231
05/07/2010;17;17237;EQU0230
06/07/2010;17;14951;EJV4400
06/07/2010;17;14951;DPE6609
06/07/2010;17;14753;EQU0231
06/07/2010;17;14519;EJV5933
06/07/2010;17;14420;EJV5600
06/07/2010;18;13916;DBL6290
06/07/2010;18;13870;DBL5418
06/07/2010;18;13870;DBL6040
06/07/2010;18;13870;DBL5478
06/07/2010;18;16931;EJV4567
06/07/2010;19;28628;EJV5338
06/07/2010;19;28157;EFO4823
06/07/2010;19;28157;DBL6349
06/07/2010;19;27618;DBL5478
06/07/2010;19;27618;DBL6258
07/07/2010;17;23848;DKR3745
07/07/2010;17;23848;EJV4567
07/07/2010;17;23819;DBL6248
07/07/2010;18;23335;DBL6258
07/07/2010;18;23335;EQU0230
07/07/2010;19;22885;CVP6990
07/07/2010;19;22772;EJV5600
07/07/2010;19;22487;DBL5478
07/07/2010;19;22487;DKR3745
07/07/2010;20;22072;DPE6700
07/07/2010;20;21625;DBL6298
07/07/2010;20;21625;EJV4558
07/07/2010;20;21304;DBL5929
07/07/2010;21;20998;DBL5929
07/07/2010;21;20586;DBL5418
07/07/2010;21;20127;DKR3745
07/07/2010;21;19591;EJV5070
08/07/2010;16;17799;DBL5418
08/07/2010;17;17191;EJV4433
08/07/2010;17;16751;DBL5418
08/07/2010;17;16553;DBL5929
08/07/2010;17;16553;EJV4433
08/07/2010;18;16202;DBL6298
08/07/2010;18;15775;DPE6600
08/07/2010;18;14967;DBL5478
08/07/2010;19;15836;DBL6290
08/07/2010;21;20453;DBL6048
08/07/2010;21;25599;DBL6282
08/07/2010;21;25534;EJV4558
08/07/2010;21;24542;DBL5966
08/07/2010;21;24272;EJV5600
08/07/2010;21;24272;EJV4998
08/07/2010;21;23502;EQU0230
08/07/2010;21;22744;EJV5070
08/07/2010;22;22659;DBL6349
08/07/2010;22;22280;DBL5966
08/07/2010;22;22144;DBL5955
08/07/2010;22;22144;DBL6258
08/07/2010;22;21625;DPE6599
08/07/2010;22;21625;COA0541
09/07/2010;19;20866;EQU0500
09/07/2010;18;20866;DBL6258
09/07/2010;19;20586;DBL5504
09/07/2010;19;19889;EJV5338
09/07/2010;19;19889;EJV4998
09/07/2010;19;19889;DBL6298
09/07/2010;19;19889;COA0541
09/07/2010;19;19889;EJV4400
09/07/2010;19;19322;DBL6298
09/07/2010;19;19052;DBL5418
09/07/2010;20;19037;EQU0230
09/07/2010;20;18177;DKR3745
09/07/2010;20;17655;DBL6048
09/07/2010;20;17638;EJV5070
09/07/2010;20;17511;DBL6282
09/07/2010;20;17298;EQU0500
09/07/2010;21;17298;DBL5418
09/07/2010;21;17298;DPE6700
09/07/2010;21;17298;DBL5504
09/07/2010;21;17313;EJV5348
09/07/2010;21;17313;DBL5418
12/07/2010;18;17784;DBL5478
12/07/2010;18;17784;EJV4558
12/07/2010;18;17589;CVP6990
12/07/2010;19;16782;DBL5938
12/07/2010;19;16782;DPE6350
12/07/2010;19;16782;EQU0220
12/07/2010;20;16782;EJV5338
12/07/2010;20;16782;DPE6600
12/07/2010;20;16782;DBL6298
12/07/2010;21;16782;EQU0500
12/07/2010;21;16782;DBL5504
12/07/2010;21;16782;EQU0844
12/07/2010;21;16782;DBL5955
12/07/2010;22;16799;DPE6350
12/07/2010;22;16799;DBL5929
12/07/2010;22;16799;EJV5348
12/07/2010;22;16799;DBL5928
12/07/2010;23;16799;DBL6040
12/07/2010;23;16799;EJV5922
12/07/2010;23;16799;DBL6298
13/07/2010;20;16122;DBL6290
13/07/2010;20;29173;DBL5418
13/07/2010;20;28502;EQU0844
13/07/2010;20;28502;EJV5600
14/07/2010;18;24469;COA0541
14/07/2010;18;24108;EJV5600
14/07/2010;18;23971;EJV4555
14/07/2010;17;23971;EFO4823
14/07/2010;17;23971;DPE6606
14/07/2010;17;23971;EFO4823
16/07/2010;15;12091;DBL6048
16/07/2010;15;11457;EZX9600
16/07/2010;15;11204;EQU0220
16/07/2010;15;10715;DBL5955
16/07/2010;16;12628;EJV5911
16/07/2010;16;17655;EQU0230
16/07/2010;16;25650;DPE6606
16/07/2010;16;25391;DBL5418
16/07/2010;16;25260;DBL5955
16/07/2010;16;25247;EJV5922
16/07/2010;16;25260;DBL5478
16/07/2010;16;24797;EFO4823
16/07/2010;16;24663;DBL6048
16/07/2010;16;24663;DPE6700
16/07/2010;16;24663;DPE6350
16/07/2010;16;24663;DBL5478
16/07/2010;16;24663;DBL6040
16/07/2010;16;24663;DBL5938
16/07/2010;16;24663;DPE6599
16/07/2010;15;24663;EJV4400
16/07/2010;16;23916;DBL5929
16/07/2010;15;22988;EQU0230
19/07/2010;17;9780;DPE6609
19/07/2010;17;9780;DKR3745
19/07/2010;17;9765;EJV4433
19/07/2010;17;9765;EQU0230
19/07/2010;18;9765;EJV4558
19/07/2010;18;9630;DBL6290
19/07/2010;18;9311;EQU0231
19/07/2010;18;9311;DBL6298
19/07/2010;18;9311;DBL6298
19/07/2010;18;9122;EZX9600
19/07/2010;19;9122;DBL5504
19/07/2010;19;9122;EJV4433
19/07/2010;19;9122;EJV4400
19/07/2010;19;9028;EQU0231
19/07/2010;19;9028;DBL5418
20/07/2010;18;7721;DBL5478
20/07/2010;18;7721;DBL6248
20/07/2010;18;7721;EJV5911
20/07/2010;18;7721;DBL5928
20/07/2010;18;7634;DBL6290
20/07/2010;18;7444;EQU0220
20/07/2010;18;7444;DPE6606
20/07/2010;19;7444;DBL5966
20/07/2010;19;7402;DBL6280
20/07/2010;19;9326;DBL6290
20/07/2010;19;21654;EQU0500
20/07/2010;20;26619;EQU0500
20/07/2010;20;26607;EJV5933
20/07/2010;20;26619;EQU0231
20/07/2010;20;26310;DBL5478
20/07/2010;20;26310;DBL5929
20/07/2010;20;25624;EQU0844
20/07/2010;21;24890;DBL5955
20/07/2010;21;24272;EQU0844
20/07/2010;21;24067;DBL6081
20/07/2010;21;24067;EJV5933
20/07/2010;21;24067;DPE6599
21/07/2010;21;19621;DBL6248
21/07/2010;21;19367;DBL6258
21/07/2010;21;18977;EJV5348
21/07/2010;21;18977;EQU0231
21/07/2010;21;18872;DBL5929
21/07/2010;22;18600;DBL5418
21/07/2010;22;18600;DPE6599
21/07/2010;22;18615;DBL5966
21/07/2010;22;18147;DPE6609
21/07/2010;22;17622;DBL6248
21/07/2010;22;17025;EJV4558
21/07/2010;22;16690;DBL6081
21/07/2010;23;16690;EJV5911
21/07/2010;23;16477;DKR3745
21/07/2010;23;15623;DKR3745
21/07/2010;23;14768;DBL6248
21/07/2010;23;14235;DBL6258
21/07/2010;23;14068;DBL5966
22/07/2010;18;12205;EJV5348
22/07/2010;19;12205;EJV5338
22/07/2010;19;12205;CVP6990
22/07/2010;19;11622;DBL5928
22/07/2010;19;11562;COA0541
22/07/2010;20;11562;DBL5478
22/07/2010;20;11297;DBL5929
22/07/2010;20;11056;DBL6282
22/07/2010;20;11041;DBL6349
22/07/2010;21;11056;EZX9600
22/07/2010;21;11056;DBL5938
22/07/2010;21;11056;DBL6248
22/07/2010;21;10574;DBL5955
22/07/2010;21;10435;DBL5478
22/07/2010;21;10068;DBL5478
22/07/2010;22;9615;EJV4400
22/07/2010;22;9254;EQU0220
22/07/2010;22;8809;DBL5928
22/07/2010;22;8809;DBL5929
22/07/2010;22;8809;DBL6048
22/07/2010;22;8608;DBL5928
22/07/2010;22;8608;EJV5600
23/07/2010;18;7333;DBL6081
23/07/2010;18;7168;DPE6600
23/07/2010;18;7018;EQU0844
23/07/2010;18;6611;DBL6081
23/07/2010;19;6119;DBL5938
23/07/2010;19;6133;EJV5922
23/07/2010;19;6133;EJV4433
23/07/2010;19;5972;DBL5478
23/07/2010;19;5566;DBL6280
23/07/2010;19;5566;EJV4567
23/07/2010;19;5400;DBL5928
26/07/2010;16;9398;DBL6280
26/07/2010;16;9060;EJV5911
26/07/2010;17;8909;DBL5928
26/07/2010;17;8909;DBL6282
26/07/2010;17;8909;DBL6290
26/07/2010;17;8909;EJV5348
26/07/2010;18;8909;EQU0844
26/07/2010;18;8909;EJV5600
26/07/2010;18;8809;DPE6599
26/07/2010;18;8809;EJV4558
26/07/2010;18;8766;DBL5929
26/07/2010;18;8766;DBL5418
26/07/2010;19;8766;EQU0844
26/07/2010;19;8780;EJV5600
26/07/2010;19;8780;DPE6599
26/07/2010;19;8780;EJV4567
27/07/2010;17;8001;EQU0230
27/07/2010;17;8001;DBL6280
27/07/2010;17;8001;DBL6258
27/07/2010;17;8001;DBL5418
27/07/2010;17;8001;DBL5504
27/07/2010;17;8001;DPE6606
27/07/2010;17;8001;DBL6280
27/07/2010;17;7832;DBL6282
27/07/2010;17;7832;EZX9600
27/07/2010;17;8997;DBL5955
27/07/2010;19;12156;DBL6282
27/07/2010;20;12553;DBL6280
27/07/2010;21;19666;DBL5929
27/07/2010;22;21770;EJV4567
27/07/2010;21;24244;DBL6290
27/07/2010;22;27572;DPE6600
27/07/2010;22;27595;DPE6700
27/07/2010;21;27583;EZX9600
27/07/2010;22;27606;DBL6258
27/07/2010;22;27595;EFO4823
27/07/2010;22;27595;EJV5600
27/07/2010;22;27606;EJV5070
27/07/2010;22;27020;DPE6350
27/07/2010;22;26504;DBL6298
27/07/2010;22;26185;EJV4433
27/07/2010;22;25676;EJV4433
27/07/2010;22;25273;DBL6248
27/07/2010;22;25273;EJV4433
27/07/2010;23;24440;EQU0230
27/07/2010;22;24039;EJV5911
27/07/2010;22;24039;EZX9600
27/07/2010;22;23684;DBL5955
27/07/2010;22;23543;DBL5418
27/07/2010;22;22885;EJV5600
27/07/2010;22;22659;DPE6600
28/07/2010;19;19176;EJV4400
28/07/2010;18;19176;EJV5070
28/07/2010;19;19022;DBL5955
28/07/2010;19;18646;DBL6298
28/07/2010;19;18646;EJV4567
28/07/2010;19;18646;DBL6282
28/07/2010;19;18646;EJV5338
28/07/2010;19;18646;DBL6248
28/07/2010;20;18253;EJV4400
29/07/2010;19;13778;DBL5478
29/07/2010;19;12357;EQU0500
29/07/2010;19;12357;EJV4558
29/07/2010;20;11652;EJV5933
29/07/2010;20;11637;DBL5418
29/07/2010;20;11652;DBL6280
29/07/2010;20;11297;EJV5348
29/07/2010;20;11249;EJV4400
29/07/2010;23;21421;DBL6258
29/07/2010;24;26096;DBL5928
29/07/2010;24;26109;EQU0231
29/07/2010;24;26109;DBL5478
29/07/2010;24;25260;DBL5955
29/07/2010;24;25134;DBL6290
29/07/2010;24;25134;DBL5938
29/07/2010;24;24382;EJV5911
30/07/2010;21;21421;EJV5922
30/07/2010;22;20998;DBL6282
30/07/2010;22;20998;EQU0844
30/07/2010;22;20349;DBL6081
30/07/2010;22;20349;DPE6606
30/07/2010;22;20349;EJV5600
30/07/2010;23;20349;EJV4567
30/07/2010;23;20349;EJV5600
30/07/2010;23;20349;DBL6280
30/07/2010;23;19621;DPE6700
30/07/2010;23;19606;EFO4823
30/07/2010;23;19606;DPE6599
30/07/2010;23;19606;EJV5933
30/07/2010;23;19367;EJV5348
30/07/2010;23;19367;DBL6048
30/07/2010;23;19273;DPE6700
30/07/2010;24;18630;DPE6606
30/07/2010;24;18409;DPE6599
30/07/2010;24;18409;EZX9600
02/08/2010;18;16659;EJV5600
02/08/2010;18;16659;DBL6258
02/08/2010;18;16659;DBL5955
02/08/2010;18;16659;EJV4433
02/08/2010;18;16659;DBL6280
02/08/2010;18;16659;DBL6349
02/08/2010;18;16659;EJV5600
02/08/2010;18;16659;DPE6600
02/08/2010;18;16659;DBL5928
02/08/2010;18;16659;EJV5338
02/08/2010;18;16659;DBL5928
02/08/2010;18;16659;DBL6282
02/08/2010;18;16522;DBL6298
02/08/2010;18;16309;DBL5504
02/08/2010;18;16309;EJV5933
02/08/2010;18;16056;EJV5933
02/08/2010;18;16056;EJV5911
02/08/2010;18;16056;DBL5929
02/08/2010;18;16056;EJV5070
02/08/2010;18;16056;DBL6290
02/08/2010;18;15851;EJV5348
03/08/2010;16;14905;EQU0500
03/08/2010;16;14905;DBL5938
03/08/2010;16;16720;DBL5929
03/08/2010;16;29783;DBL6282
03/08/2010;16;29202;DBL5955
03/08/2010;16;29202;DBL5929
03/08/2010;16;29202;DBL6349
03/08/2010;16;28905;EJV4433
03/08/2010;16;28905;EJV4567
03/08/2010;16;28850;DBL5928
03/08/2010;16;28618;EJV5348
03/08/2010;16;28618;EQU0231
03/08/2010;17;27740;DBL6081
03/08/2010;17;27629;EJV5338
04/08/2010;14;22602;COA0541
04/08/2010;15;22218;DBL6298
04/08/2010;15;21871;EQU0220
04/08/2010;15;21871;DPE6599
04/08/2010;15;21871;DBL6349
04/08/2010;15;21871;EJV4400
04/08/2010;15;21275;EJV4558
04/08/2010;16;20453;DBL6349
04/08/2010;15;20453;DKR3745
04/08/2010;16;19859;EJV5911
04/08/2010;16;19859;DBL5418
04/08/2010;16;19859;DKR3745
04/08/2010;16;19859;EJV5348
04/08/2010;16;19859;DBL5418
04/08/2010;16;19845;EJV5338
04/08/2010;16;19591;EJV5348
04/08/2010;16;19273;DBL6298
04/08/2010;16;18842;EJV5911
04/08/2010;16;17769;EQU0230
04/08/2010;16;17572;EJV5933
04/08/2010;16;16832;EQU0220
04/08/2010;17;16088;EFO4823
04/08/2010;16;16072;DBL5938
04/08/2010;16;15882;DBL5478
04/08/2010;16;15882;EJV4567
05/08/2010;14;15089;DPE6606
05/08/2010;14;15089;EJV5070
05/08/2010;14;14737;EQU0220
05/08/2010;14;14502;DBL5504
05/08/2010;14;14502;DBL6290
05/08/2010;14;15745;EQU0500
05/08/2010;16;19606;EQU0220
05/08/2010;16;23488;COA0541
05/08/2010;17;29541;EJV5338
05/08/2010;17;29559;DPE6350
05/08/2010;17;29568;DBL6258
05/08/2010;17;29550;DBL5418
05/08/2010;17;28985;DBL6248
05/08/2010;17;28513;EJV5933
05/08/2010;17;28513;DPE6606
05/08/2010;17;28270;DBL6248
05/08/2010;17;27764;DBL5929
05/08/2010;17;27084;EJV5600
05/08/2010;17;26247;DBL6280
05/08/2010;17;26247;DBL6349
05/08/2010;17;25663;DBL5938
06/08/2010;14;21971;EJV5070
06/08/2010;14;21971;DBL5418
06/08/2010;14;21928;DBL6349
06/08/2010;14;21928;EJV5600
06/08/2010;14;21712;EJV4400
06/08/2010;15;21452;EQU0230
06/08/2010;15;21452;DBL6349
06/08/2010;15;21012;DPE6599
06/08/2010;15;21012;DPE6609
06/08/2010;15;21012;DBL6280
06/08/2010;15;20245;EFO4823
06/08/2010;15;19322;DPE6606
06/08/2010;16;18887;DKR3745
06/08/2010;16;18902;DBL5966
06/08/2010;16;18902;DBL5418
06/08/2010;16;18238;EJV4555
06/08/2010;16;17906;DBL6290
09/08/2010;13;14502;EJV5600
09/08/2010;13;14502;DBL5418
09/08/2010;14;14502;DBL5938
09/08/2010;14;14502;EJV5070
09/08/2010;14;14502;EFO4823
09/08/2010;15;14502;EJV5348
09/08/2010;15;14502;EJV5600
09/08/2010;15;14502;EJV4998
09/08/2010;15;13977;DBL6040
09/08/2010;16;13901;DBL6280
09/08/2010;16;13901;DBL5938
09/08/2010;16;13824;EJV5600
09/08/2010;16;13630;EJV5600
09/08/2010;16;13630;DBL6298
09/08/2010;16;13414;DKR3745
10/08/2010;16;10185;EJV5933
10/08/2010;17;14692;EJV4567
10/08/2010;17;24527;DBL6048
10/08/2010;18;24026;EQU0231
11/08/2010;16;21755;DBL6248
11/08/2010;17;20983;EJV5338
11/08/2010;17;20983;DBL5418
11/08/2010;17;20983;EFO4823
11/08/2010;17;20601;DPE6700
11/08/2010;17;20601;DBL6048
11/08/2010;17;20364;DKR3745
11/08/2010;17;19984;DBL6298
11/08/2010;17;19052;EJV4998
11/08/2010;18;18811;DBL5504
11/08/2010;18;18811;EFO4823
11/08/2010;18;18458;EJV4400
11/08/2010;18;18426;EJV5348
11/08/2010;18;18057;EJV5922
11/08/2010;18;17329;DBL6282
11/08/2010;19;16816;EJV4998
11/08/2010;19;16461;DBL5504
11/08/2010;19;16461;DBL5938
11/08/2010;19;16263;DBL6040
11/08/2010;19;15439;EJV5911
11/08/2010;19;15424;EJV4998
11/08/2010;19;15424;DBL5478
12/08/2010;16;13096;CVP6990
12/08/2010;16;12875;EQU0230
12/08/2010;16;12598;DBL6282
12/08/2010;16;11996;EJV5922
12/08/2010;17;11936;DBL6290
12/08/2010;17;11265;EQU0231
12/08/2010;17;10833;DPE6350
12/08/2010;17;10833;EJV5922
12/08/2010;18;10833;DKR3745
12/08/2010;18;10833;EJV5933
12/08/2010;18;10848;DBL5928
12/08/2010;18;10848;EJV5600
13/08/2010;18;20954;EQU0844
13/08/2010;18;20895;DBL6298
13/08/2010;18;20690;DPE6606
13/08/2010;18;20690;DBL6298
13/08/2010;18;20690;DBL6290
13/08/2010;19;20690;DBL6040
13/08/2010;19;20305;DKR3745
13/08/2010;19;19815;DBL6048
13/08/2010;20;19815;COA0541
13/08/2010;20;19441;DBL5955
13/08/2010;20;19112;EJV4400
13/08/2010;20;19127;DBL5938
13/08/2010;21;18524;DBL5955
13/08/2010;21;18491;DBL6081
13/08/2010;21;18491;COA0541
13/08/2010;21;18491;DPE6599
13/08/2010;21;18491;DBL5418
13/08/2010;22;18491;DKR3745
13/08/2010;22;18491;DBL5966
13/08/2010;22;18491;DPE6350
13/08/2010;22;18177;DBL5928
13/08/2010;22;17754;EZX9600
13/08/2010;22;17374;DBL5928
13/08/2010;22;17374;DBL5955
13/08/2010;22;17374;DBL5928
14/08/2010;16;13263;EJV4558
14/08/2010;17;12957;DBL6349
14/08/2010;16;12940;COA0541
14/08/2010;17;12538;DBL5929
14/08/2010;17;12417;DBL5929
14/08/2010;17;13384;DBL6280
14/08/2010;21;26972;DBL6349
14/08/2010;21;26172;EJV5338
14/08/2010;21;24810;EJV4558
14/08/2010;21;23714;DBL5478
14/08/2010;21;23194;EJV4998
14/08/2010;21;22716;EQU0230
14/08/2010;21;21515;DBL6298
14/08/2010;21;21378;DBL5955
14/08/2010;21;21378;DBL5929
14/08/2010;21;21378;DBL5504
14/08/2010;21;21378;DBL5418
14/08/2010;21;20998;DBL5418
14/08/2010;21;20231;EFO4823
14/08/2010;21;19874;DBL5478
14/08/2010;20;19859;DBL6258
16/08/2010;12;18992;EJV5933
16/08/2010;12;18992;DBL6298
16/08/2010;12;18600;DBL6258
16/08/2010;12;18600;EJV5348
16/08/2010;12;18600;DBL6280
16/08/2010;12;18600;DPE6606
16/08/2010;13;18600;DPE6700
16/08/2010;13;17845;DPE6606
16/08/2010;13;17845;DPE6350
16/08/2010;13;17374;EJV5338
16/08/2010;14;17374;EJV5600
16/08/2010;14;17374;DPE6700
16/08/2010;14;17374;DBL6081
16/08/2010;14;17374;EZX9600
16/08/2010;14;17374;DBL6349
17/08/2010;13;16154;DBL6248
17/08/2010;13;15851;DBL5955
17/08/2010;13;14890;EJV5600
17/08/2010;13;14341;DPE6599
17/08/2010;13;14341;EJV4433
17/08/2010;13;14022;EQU0844
17/08/2010;14;14022;DBL5938
17/08/2010;14;13992;EJV5070
17/08/2010;14;13977;DBL5938
17/08/2010;14;13679;DBL6280
17/08/2010;14;13323;EJV4567
17/08/2010;14;13323;EQU0230
17/08/2010;14;13323;DBL6298
17/08/2010;14;13006;EJV5911
17/08/2010;14;13006;EJV4558
17/08/2010;14;13006;DBL6298
17/08/2010;15;15296;DBL6081
17/08/2010;16;16039;EQU0220
17/08/2010;17;18932;DBL6298
17/08/2010;18;25740;DBL5928
17/08/2010;19;27363;EQU0844
17/08/2010;19;27456;EQU0220
17/08/2010;19;28058;EJV5070
17/08/2010;19;28080;EJV4998
17/08/2010;19;28102;DPE6350
17/08/2010;19;27740;DBL5418
17/08/2010;19;27281;EJV4567
17/08/2010;19;26247;DPE6700
18/08/2010;14;23152;EJV5600
18/08/2010;14;23138;DBL5504
18/08/2010;14;23138;DBL5478
18/08/2010;14;22913;EZX9600
18/08/2010;15;22473;DPE6606
18/08/2010;15;22187;DBL5418
18/08/2010;15;22187;DPE6350
18/08/2010;15;21986;DPE6609
18/08/2010;15;21986;DBL6290
18/08/2010;16;21799;EJV5338
18/08/2010;16;21158;DBL6349
18/08/2010;16;21158;DPE6606
18/08/2010;16;20802;EJV4998
18/08/2010;16;19889;DBL6290
18/08/2010;17;19441;DPE6600
18/08/2010;17;19426;DBL5929
18/08/2010;17;19426;DPE6600
18/08/2010;17;19426;DBL5478
18/08/2010;17;19441;EJV5922
18/08/2010;17;19441;DBL6280
18/08/2010;18;19052;EJV5922
18/08/2010;18;18555;EJV4400
18/08/2010;18;17860;EJV5600
18/08/2010;18;17389;DPE6600
19/08/2010;16;13202;EQU0844
19/08/2010;16;13202;EJV5348
19/08/2010;16;12402;DBL6290
19/08/2010;16;11801;EJV4558
19/08/2010;16;11801;DBL5938
19/08/2010;17;11457;EQU0230
20/08/2010;14;12251;EJV4567
20/08/2010;15;22144;EQU0844
20/08/2010;15;21609;DBL6282
20/08/2010;16;21202;EJV5600
20/08/2010;17;21202;DBL6048
20/08/2010;17;21071;EJV4998
20/08/2010;17;20910;CVP6990
20/08/2010;18;20754;DBL5504
20/08/2010;18;20556;EJV4567
20/08/2010;18;20394;DBL6048
20/08/2010;19;20409;DBL6290
20/08/2010;19;20409;EJV4400
20/08/2010;20;20409;DBL5966
20/08/2010;20;20245;EZX9600
20/08/2010;20;19561;DKR3745
20/08/2010;20;19082;DBL6280
20/08/2010;21;18826;EJV5338
20/08/2010;21;18442;DBL5928
20/08/2010;21;17981;DKR3745
20/08/2010;21;17721;DPE6609
20/08/2010;21;17721;DBL6298
20/08/2010;21;17721;EJV4998
20/08/2010;21;17298;DBL6048
20/08/2010;21;16553;EJV5911
20/08/2010;21;16553;EJV5922
23/08/2010;17;7251;DPE6600
23/08/2010;17;7196;EJV5922
23/08/2010;17;6816;EJV4555
23/08/2010;17;6816;EZX9600
23/08/2010;18;6665;DBL6282
23/08/2010;18;6598;EJV5922
23/08/2010;18;6584;DPE6599
23/08/2010;18;6490;EQU0844
23/08/2010;19;6490;EQU0220
23/08/2010;22;16964;EFO4823
23/08/2010;22;21392;DPE6350
23/08/2010;22;21436;EJV5348
23/08/2010;22;21436;DBL6081
23/08/2010;22;21158;EFO4823
23/08/2010;22;21071;DBL6349
23/08/2010;23;20850;EQU0220
23/08/2010;23;20850;EQU0220
23/08/2010;23;20850;DBL6258
23/08/2010;23;20850;EZX9600
23/08/2010;23;20850;EJV4433
23/08/2010;23;20850;DBL6258
23/08/2010;23;20850;EJV4433
23/08/2010;23;20601;DBL5928
23/08/2010;23;20601;DBL5478
24/08/2010;18;18661;EQU0500
24/08/2010;18;18147;DBL6248
24/08/2010;19;18147;EJV5070
24/08/2010;19;18147;EJV5600
24/08/2010;20;18147;EJV5348
24/08/2010;20;18147;DBL5966
24/08/2010;20;18147;EJV4998
24/08/2010;21;18147;EQU0220
24/08/2010;21;18011;CVP6990
24/08/2010;21;17921;DPE6609
24/08/2010;21;17921;EJV4998
24/08/2010;22;17704;EZX9600
24/08/2010;22;17450;EJV4433
24/08/2010;22;17222;EZX9600
24/08/2010;22;16232;DBL5928
24/08/2010;22;16202;EJV4998
24/08/2010;22;16202;DBL5955
24/08/2010;23;16202;DPE6600
24/08/2010;23;15990;DBL6349
24/08/2010;23;15012;DBL5418
25/08/2010;17;11547;EJV5338
25/08/2010;17;11547;EFO4823
25/08/2010;17;11547;DBL5929
25/08/2010;18;11502;DPE6600
25/08/2010;18;11502;EJV5922
25/08/2010;18;11219;EQU0220
25/08/2010;19;11071;EJV5933
25/08/2010;19;10774;DBL5955
25/08/2010;19;10700;DBL6280
25/08/2010;20;10670;EJV5338
25/08/2010;20;10331;EJV4400
25/08/2010;20;10331;DBL6248
26/08/2010;19;21012;DBL5478
26/08/2010;19;20786;DBL5938
26/08/2010;19;20424;DBL5966
26/08/2010;20;20142;EJV4433
26/08/2010;20;20156;DBL5928
26/08/2010;20;20127;EJV5922
26/08/2010;21;19176;DBL5418
26/08/2010;21;19176;DBL5929
26/08/2010;21;19037;DBL5478
26/08/2010;22;19037;EJV4433
26/08/2010;22;18600;DBL5478
26/08/2010;22;18177;DPE6600
26/08/2010;22;17830;DBL5938
26/08/2010;23;17359;DBL5504
26/08/2010;23;16370;DPE6609
26/08/2010;23;16385;DBL6298
26/08/2010;23;16385;EJV4567
26/08/2010;24;16088;DBL6349
26/08/2010;24;16072;DBL5478
26/08/2010;24;16039;DBL5929
26/08/2010;24;16039;DBL5966
26/08/2010;24;15790;DBL5966
26/08/2010;24;15165;DPE6600
26/08/2010;24;15165;EJV5933
27/08/2010;17;13551;EQU0500
27/08/2010;18;13187;DBL6349
27/08/2010;18;13157;EJV4555
27/08/2010;18;13157;EJV5600
27/08/2010;18;12924;EJV4433
27/08/2010;19;12568;EJV4998
27/08/2010;19;12462;DBL6048
27/08/2010;19;12462;DBL5955
27/08/2010;20;12462;EQU0231
27/08/2010;20;12477;DPE6350
27/08/2010;20;12477;EJV5338
27/08/2010;21;12477;DBL6040
27/08/2010;21;12372;EJV4998
27/08/2010;21;11697;DBL6248
27/08/2010;21;11130;DBL6298
27/08/2010;22;11130;DPE6600
27/08/2010;22;21158;EJV4998
27/08/2010;22;22545;DBL5966
27/08/2010;22;26020;DBL6048
27/08/2010;22;25957;DBL6280
27/08/2010;22;25663;EFO4823
27/08/2010;22;25663;DKR3745
27/08/2010;22;25663;CVP6990
27/08/2010;23;25663;EZX9600
27/08/2010;23;24957;DBL6048
30/08/2010;20;11801;DPE6600
30/08/2010;20;11801;EJV4433
30/08/2010;20;11801;EJV5922
30/08/2010;20;11801;EJV5933
30/08/2010;20;11801;DPE6700
30/08/2010;20;11457;DBL6282
30/08/2010;20;11219;DBL6258
31/08/2010;18;9812;EJV5922
31/08/2010;18;9812;DBL6349
31/08/2010;18;9688;DBL6048
31/08/2010;19;9427;EFO4823
31/08/2010;19;9044;DBL5478
31/08/2010;19;8952;EJV4400
31/08/2010;20;8780;DBL6258
31/08/2010;20;8580;DPE6599
31/08/2010;20;8937;EQU0231
31/08/2010;24;15958;DBL5966
31/08/2010;24;16248;EJV4555
31/08/2010;24;16385;DBL5955
31/08/2010;24;17721;COA0541
31/08/2010;24;17606;EQU0844
31/08/2010;24;17606;EQU0220
31/08/2010;24;17606;EJV5600
31/08/2010;24;17606;EJV5338
31/08/2010;25;14951;DBL5966
31/08/2010;25;14053;EZX9600
01/09/2010;19;12842;EJV5600
01/09/2010;19;12673;EQU0220
01/09/2010;20;11816;EJV5911
01/09/2010;20;11502;DBL6349
01/09/2010;21;11502;DBL6048
01/09/2010;21;11502;EJV5338
01/09/2010;21;11394;DBL6349
01/09/2010;22;10715;DBL6248
01/09/2010;22;10390;EJV4567
01/09/2010;22;10287;DPE6350
01/09/2010;22;9630;DBL5928
01/09/2010;22;9514;EJV5933
01/09/2010;23;8852;DBL5928
01/09/2010;23;8852;DBL5504
01/09/2010;23;8852;DBL6081
01/09/2010;23;8423;CVP6990
